0.05459,-0.001702,-0.815733,0.184654,0.013947
0.016117,-0.014203,-0.815733,0.178984,0.013947
0.028186,0.014107,-0.817519,0.181819,0.009432
0.079359,-0.017631,-0.81305,0.187479,0.018468
0.041551,-0.027024,-0.814156,0.181819,0.018058
0.102979,-0.033368,-0.809543,0.190286,0.022998
0.065931,-0.040844,-0.811673,0.184632,0.02218
0.125803,-0.048897,-0.805227,0.193072,0.02754
0.089398,-0.055084,-0.808346,0.187412,0.026318
0.134069,-0.083911,-0.79922,0.192826,0.034666
0.112084,-0.069435,-0.804203,0.190147,0.030477
0.147995,-0.064293,-0.800072,0.195829,0.032098
0.155418,-0.098607,-0.79336,0.195435,0.038893
0.169671,-0.079655,-0.794037,0.198553,0.036676
0.176196,-0.113619,-0.786583,0.197962,0.043167
0.005442,-0.041648,-0.81305,0.176159,0.018468
0.02995,-0.052535,-0.811673,0.179006,0.02218
0.053726,-0.064496,-0.809432,0.181819,0.025904
0.07676,-0.077101,-0.806363,0.184582,0.029646
0.120559,-0.103311,-0.797782,0.189886,0.037221
0.09904,-0.09003,-0.802488,0.187278,0.033413
0.14131,-0.117058,-0.792207,0.192385,0.041084
0.161286,-0.131388,-0.785725,0.194753,0.04502
-0.004417,-0.068263,-0.809543,0.173352,0.022998
0.019335,-0.077849,-0.808345,0.176226,0.026318
0.042501,-0.088233,-0.806363,0.179056,0.029646
0.064994,-0.099174,-0.803606,0.181819,0.032987
0.10761,-0.122338,-0.795742,0.187042,0.039755
0.086728,-0.110506,-0.800077,0.184492,0.036349
0.127547,-0.134853,-0.790557,0.189437,0.043235
0.146446,-0.14823,-0.784481,0.191644,0.046815
-0.013754,-0.094242,-0.805227,0.170566,0.02754
0.009417,-0.102794,-0.804203,0.173491,0.030477
0.032075,-0.111788,-0.802488,0.17636,0.033413
0.07525,-0.130738,-0.796955,0.181819,0.03929
0.054072,-0.121117,-0.800077,0.179146,0.036349
0.095422,-0.140876,-0.793081,0.184332,0.04227
0.114391,-0.151832,-0.788399,0.186636,0.045333
0.131955,-0.163951,-0.782848,0.188677,0.048528
0.000139,-0.127427,-0.79922,0.170812,0.034666
-0.022658,-0.119742,-0.800072,0.167809,0.032098
0.022472,-0.135181,-0.797782,0.173752,0.037221
0.044133,-0.142963,-0.795742,0.176596,0.039755
0.06489,-0.150796,-0.793081,0.179306,0.04227
0.084416,-0.158949,-0.78977,0.181819,0.044793
0.102352,-0.167838,-0.785757,0.18406,0.047374
0.118285,-0.178211,-0.780911,0.18593,0.050114
-0.008494,-0.151865,-0.79336,0.168203,0.038893
