-0.05459,-0.815733,-0.001702,0.184654,0.013947
-0.016117,-0.815733,-0.014203,0.178984,0.013947
-0.028186,-0.817519,0.014107,0.181819,0.009432
-0.079359,-0.81305,-0.017631,0.187479,0.018468
-0.041551,-0.814156,-0.027024,0.181819,0.018058
-0.102979,-0.809543,-0.033368,0.190286,0.022998
-0.065931,-0.811673,-0.040844,0.184632,0.02218
-0.125803,-0.805227,-0.048897,0.193072,0.02754
-0.089398,-0.808346,-0.055084,0.187412,0.026318
-0.134069,-0.79922,-0.083911,0.192826,0.034666
-0.112084,-0.804203,-0.069435,0.190147,0.030477
-0.147995,-0.800072,-0.064293,0.195829,0.032098
-0.155418,-0.79336,-0.098607,0.195435,0.038893
-0.169671,-0.794037,-0.079655,0.198553,0.036676
-0.176196,-0.786583,-0.113619,0.197962,0.043167
-0.005442,-0.81305,-0.041648,0.176159,0.018468
-0.02995,-0.811673,-0.052535,0.179006,0.02218
-0.053726,-0.809432,-0.064496,0.181819,0.025904
-0.07676,-0.806363,-0.077101,0.184582,0.029646
-0.120559,-0.797782,-0.103311,0.189886,0.037221
-0.09904,-0.802488,-0.09003,0.187278,0.033413
-0.14131,-0.792207,-0.117058,0.192385,0.041084
-0.161286,-0.785725,-0.131388,0.194753,0.04502
0.004417,-0.809543,-0.068263,0.173352,0.022998
-0.019335,-0.808345,-0.077849,0.176226,0.026318
-0.042501,-0.806363,-0.088233,0.179056,0.029646
-0.064994,-0.803606,-0.099174,0.181819,0.032987
-0.10761,-0.795742,-0.122338,0.187042,0.039755
-0.086728,-0.800077,-0.110506,0.184492,0.036349
-0.127547,-0.790557,-0.134853,0.189437,0.043235
-0.146446,-0.784481,-0.14823,0.191644,0.046815
0.013754,-0.805227,-0.094242,0.170566,0.02754
-0.009417,-0.804203,-0.102794,0.173491,0.030477
-0.032075,-0.802488,-0.111788,0.17636,0.033413
-0.07525,-0.796955,-0.130738,0.181819,0.03929
-0.054072,-0.800077,-0.121117,0.179146,0.036349
-0.095422,-0.793081,-0.140876,0.184332,0.04227
-0.114391,-0.788399,-0.151832,0.186636,0.045333
-0.131955,-0.782848,-0.163951,0.188677,0.048528
-0.000139,-0.79922,-0.127427,0.170812,0.034666
0.022658,-0.800072,-0.119742,0.167809,0.032098
-0.022472,-0.797782,-0.135181,0.173752,0.037221
-0.044133,-0.795742,-0.142963,0.176596,0.039755
-0.06489,-0.793081,-0.150796,0.179306,0.04227
-0.084416,-0.78977,-0.158949,0.181819,0.044793
-0.102352,-0.785757,-0.167838,0.18406,0.047374
-0.118285,-0.780911,-0.178211,0.18593,0.050114
0.008494,-0.79336,-0.151865,0.168203,0.038893
0.031164,-0.794037,-0.144911,0.165085,0.036676
-0.013765,-0.792207,-0.1585,0.171253,0.041084
-0.035359,-0.790557,-0.164806,0.174201,0.043235
-0.055983,-0.788399,-0.17081,0.177002,0.045333
-0.075131,-0.785757,-0.176683,0.179578,0.047374
-0.092201,-0.78261,-0.182907,0.181819,0.049396
-0.106799,-0.77896,-0.189822,0.183654,0.051428
-0.310182,-0.70946,-0.238663,0.211968,0.074283
-0.319011,-0.721326,-0.197497,0.216105,0.069313
-0.341207,-0.704822,-0.219298,0.217965,0.074027
-0.279781,-0.713488,-0.254991,0.20639,0.074451
-0.293554,-0.723755,-0.217111,0.210724,0.06972
-0.250124,-0.716757,-0.269316,0.201149,0.074593
-0.266562,-0.726397,-0.234079,0.205534,0.070092
-0.221014,-0.719262,-0.282245,0.196131,0.074718
-0.239049,-0.728783,-0.249053,0.200536,0.070424
-0.192249,-0.721021,-0.293997,0.191272,0.074818
-0.211545,-0.730656,-0.262503,0.195707,0.070708
-0.163628,-0.722058,-0.304696,0.186519,0.074885
-0.184059,-0.731978,-0.274594,0.191006,0.070931
-0.134948,-0.722398,-0.314468,0.181819,0.07491
-0.156466,-0.732761,-0.285418,0.186391,0.071076
-0.296844,-0.735807,-0.178066,0.213869,0.064597
-0.274958,-0.737084,-0.197405,0.209026,0.065207
-0.251091,-0.738672,-0.214555,0.204258,0.065781
-0.226121,-0.740216,-0.229864,0.199591,0.066302
-0.200732,-0.741439,-0.243613,0.19504,0.066752
-0.175025,-0.742296,-0.255881,0.190581,0.067107
-0.128644,-0.733019,-0.295066,0.181819,0.071127
-0.148954,-0.742799,-0.266693,0.186184,0.067339
-0.275133,-0.748607,-0.160101,0.211475,0.059899
-0.255572,-0.749264,-0.179041,0.207062,0.060728
-0.234302,-0.750098,-0.196177,0.202693,0.061515
-0.21191,-0.750895,-0.211658,0.198391,0.062237
-0.188884,-0.751482,-0.225593,0.19417,0.062871
-0.165313,-0.751855,-0.237949,0.190016,0.063376
-0.122474,-0.742964,-0.276076,0.181819,0.067422
-0.141185,-0.752052,-0.24866,0.185907,0.063711
-0.253856,-0.760013,-0.143031,0.209001,0.055215
-0.236039,-0.760253,-0.161635,0.204952,0.056279
-0.216917,-0.760513,-0.178744,0.200945,0.057296
-0.196874,-0.76068,-0.194367,0.196998,0.058242
-0.176229,-0.760674,-0.208477,0.193126,0.059086
-0.155024,-0.760549,-0.220922,0.189319,0.059772
-0.116489,-0.752109,-0.257657,0.181819,0.063832
-0.133225,-0.760397,-0.231511,0.185557,0.060235
-0.232858,-0.770162,-0.126614,0.206466,0.050548
-0.216384,-0.770092,-0.145012,0.202728,0.051865
-0.19901,-0.769905,-0.162171,0.199037,0.053134
-0.181022,-0.769542,-0.178006,0.195417,0.054329
-0.162663,-0.768978,-0.192395,0.191887,0.055419
-0.144014,-0.768314,-0.205063,0.188455,0.056334
-0.110762,-0.760322,-0.240033,0.181819,0.060406
-0.125047,-0.767712,-0.21566,0.185112,0.056984
-0.21195,-0.779151,-0.110685,0.203877,0.0459
-0.196479,-0.778848,-0.129047,0.200396,0.047492
-0.180496,-0.778301,-0.146404,0.196972,0.049038
-0.164247,-0.777477,-0.162615,0.193636,0.050515
-0.147986,-0.776374,-0.177498,0.190418,0.051893
-0.131988,-0.775105,-0.190691,0.187364,0.053103
-0.101019,-0.772965,-0.210046,0.181819,0.054606
-0.11631,-0.773911,-0.201649,0.184494,0.054032
0.082716,-0.721326,-0.328027,0.147533,0.069313
0.051375,-0.70946,-0.356141,0.151671,0.074283
0.087858,-0.704821,-0.358711,0.145673,0.074027
0.076204,-0.735807,-0.299278,0.149769,0.064597
0.050592,-0.723755,-0.328932,0.152914,0.06972
0.069199,-0.748607,-0.271982,0.152163,0.059899
0.04713,-0.737084,-0.302058,0.154612,0.065207
0.062019,-0.760013,-0.245666,0.154637,0.055215
0.042241,-0.749264,-0.275807,0.156576,0.060728
0.054681,-0.770162,-0.220041,0.157172,0.050548
0.03667,-0.760252,-0.250244,0.158686,0.056279
0.04713,-0.779151,-0.194866,0.159761,0.0459
0.030539,-0.770092,-0.225242,0.16091,0.051865
0.039308,-0.78708,-0.169898,0.162401,0.041276
0.02382,-0.778848,-0.200627,0.163242,0.047492
0.017184,-0.713488,-0.351481,0.157248,0.074451
0.018781,-0.726397,-0.326793,0.158104,0.070092
0.017741,-0.738672,-0.301905,0.15938,0.065781
0.01496,-0.750098,-0.277168,0.160945,0.061515
0.011143,-0.760513,-0.252846,0.162693,0.057296
0.006398,-0.769905,-0.228913,0.164601,0.053134
0.016479,-0.786583,-0.176223,0.165676,0.043167
0.000687,-0.778301,-0.205274,0.166666,0.049038
-0.01523,-0.716757,-0.345639,0.162489,0.074593
-0.01228,-0.728783,-0.322736,0.163102,0.070424
-0.011459,-0.740216,-0.299612,0.164047,0.066302
-0.012254,-0.750895,-0.276531,0.165247,0.062237
-0.014255,-0.76068,-0.253704,0.16664,0.058242
-0.017463,-0.769543,-0.23115,0.168221,0.054329
-0.006027,-0.785725,-0.181835,0.168885,0.04502
-0.021987,-0.777477,-0.208839,0.170002,0.050515
-0.04638,-0.719262,-0.338988,0.167507,0.074718
-0.042436,-0.730656,-0.31745,0.167931,0.070708
-0.040081,-0.741439,-0.295813,0.168598,0.066752
-0.039073,-0.751482,-0.274269,0.169468,0.062871
-0.039251,-0.760674,-0.252984,0.170512,0.059086
-0.040773,-0.768978,-0.231999,0.171751,0.055419
-0.027933,-0.784481,-0.186738,0.171994,0.046815
-0.043891,-0.776374,-0.211321,0.17322,0.051893
-0.076558,-0.721021,-0.331587,0.172366,0.074818
-0.07178,-0.731978,-0.311076,0.172632,0.070931
-0.068089,-0.742296,-0.290627,0.173057,0.067107
-0.065406,-0.751855,-0.270411,0.173622,0.063376
-0.063721,-0.760549,-0.250588,0.174319,0.059772
-0.063306,-0.768314,-0.231287,0.175183,0.056334
-0.048897,-0.782848,-0.190938,0.174961,0.048528
-0.064588,-0.775105,-0.212591,0.176274,0.053103
-0.106002,-0.722058,-0.32342,0.177119,0.074885
-0.100465,-0.732761,-0.303614,0.177247,0.071076
-0.095536,-0.742799,-0.28405,0.177454,0.067339
